排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,,招生名額,最低錄取分數,分數年度,分數來源備註,資優班/特色班,課程方向,通勤資訊,住宿資訊,生活資料來源,
95,061B21,臺中市私立慈明高級中學進修部,私立,中投區免試入學進修部,高中,不限,臺中市,太平區,臺中市太平區光德路388號,https://www.gapp.tmhs.tc.edu.tw,04-22713911#501~503,餐飲管理科(夜間班):80(不限),,80,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含餐旅、家政與照顧服務的情境實作及證照，並銜接升學或就業。,有學生校車；可搭3、7、41、249、280、284、286、291至光隆、七星或慈明高中站，再步行到校。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,有男女學生宿舍，可申請住宿。,https://www.gapp.tmhs.tc.edu.tw；https://www.gapp.tmhs.tc.edu.tw/%E8%B3%87%E8%A8%8A%E6%9C%8D%E5%8B%99/%E6%A0%A1%E8%BB%8A%E5%85%AC%E8%BB%8A%E8%B7%AF%E7%B7%9A%E8%B3%87%E8%A8%8A；https://citybus-free.taichung.gov.tw/driving-map?route=291；https://citybus-free.taichung.gov.tw/,
16,063303,臺中市立大甲高級中等學校,公立,中投區免試入學日間部,高中,不限,臺中市,大甲區,臺中市大甲區中山路一段720號,https://djsh.tc.edu.tw,04-26877165#333,綜合高中:410(不限)；美工科:33(不限),,443,5B2+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,設實驗班、體育班及美工科；實驗班甄選與體育班特色招生依當年度校方公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索；視覺／空間／多媒體／表演創作與作品集、展演，並銜接升學或就業。,臺鐵大甲站可轉154、154延、305、662至大甲高中(水源路／中山路)；661亦停大甲高中(水源路)。,,https://djsh.tc.edu.tw；https://citybus-free.taichung.gov.tw/,
12,063305,臺中市立清水高級中等學校,公立,中投區免試入學日間部,高中,不限,臺中市,清水區,臺中市清水區中山路90號,https://cshs.tc.edu.tw,04-26222116 # 231,普通科:452(不限),,452,1A4B6+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,本次查閱校方官網未見固定資優班／特色班招生；實際班別與校本特色課程依當年度公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,海線臺鐵清水站步行約10分鐘，或轉303、304、305；多線公車停靠清水高中（中山路／學園街）。,,https://cshs.tc.edu.tw；https://www2.cshs.tc.edu.tw/home?cid=440,
13,063312,臺中市立豐原高級中等學校,公立,中投區免試入學日間部,高中,不限,臺中市,豐原區,臺中市豐原區水源路150號,https://fysh.tc.edu.tw,04-25290381#1121,普通科:470(不限),,470,1A4B5+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,本次查閱校方官網未見固定資優班／特色班招生；實際班別與校本特色課程依當年度公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,由豐原火車站可搭12、90、223、700、900至豐原高中站。,,https://fysh.tc.edu.tw；https://fysh.tc.edu.tw/p/412-1075-20477.php?Lang=zh-tw,
39,063401,臺中市立豐原商業高級中等學校,公立,中投區免試入學日間部,技高,不限,臺中市,豐原區,臺中市豐原區圓環南路50號,https://fyvs.tc.edu.tw,04-25283556#212、296,商業經營科:133(不限)；國際貿易科:135(不限)；資料處理科:102(不限)；應用英語科:69(不限),,439,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,以商業經營科、國際貿易科、資料處理科、應用英語科多元科別為特色；未見固定資優班公告。,依校方科別與課程計畫，重點包含商業管理、會計、數位應用與電商實務；應用外語溝通、檢定與職場語言，並銜接升學或就業。,可搭202、203、235、900、900繞等直達豐原高商；700、901、956至豐原分局後步行約5分鐘，或由豐原車站騎YouBike約10分鐘。,,https://fyvs.tc.edu.tw；https://fyvs.tc.edu.tw/p/412-1085-4982.php；https://citybus-free.taichung.gov.tw/,
33,063402,臺中市立大甲工業高級中等學校,公立,中投區免試入學日間部,技高,不限,臺中市,大甲區,臺中市大甲區開元路71號,https://tcvs.tc.edu.tw,04-26874132#113、120,機械科:67(不限)；資訊科:33(不限)；電子科:64(不限)；電機科:66(不限)；建築科:64(不限)；製圖科:31(不限),,325,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,以機械科、資訊科、電子科、電機科、建築科等多元科別為特色；未見固定資優班公告。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照，並銜接升學或就業。,可搭95、211、657至大甲高工站；92、154、157、210、213、215、658、811、813可在甲工入口下車。臺鐵大甲站距校約2公里。,,https://tcvs.tc.edu.tw；https://tcvs.tc.edu.tw/p/404-1084-49667.php；https://citybus-free.taichung.gov.tw/,
34,063404,臺中市立東勢工業高級中等學校,公立,中投區免試入學日間部,技高,不限,臺中市,東勢區,臺中市東勢區東關路六段1328號,https://tsvs.tc.edu.tw,04-25872136#103,機械科:66(不限)；汽車科:68(不限)；資訊科:34(不限)；電子科:34(不限)；電機科:67(不限)；建築科:34(不限)；化工科:69(不限)；製圖科:34(不限)；室內空間設計科:34(不限)；家具設計科:34(不限),,474,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,以機械科、汽車科、資訊科、電子科、電機科等多元科別為特色；未見固定資優班公告。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照；視覺／空間／多媒體／表演創作與作品集、展演，並銜接升學或就業。,日校有學生專車；公共運輸可由豐原搭206至新盛里(東勢高工)或東勢高工站。,,https://tsvs.tc.edu.tw；https://tsvs.tc.edu.tw/p/412-1083-7373.php；https://citybus-free.taichung.gov.tw/,
35,063407,臺中市立沙鹿工業高級中等學校,公立,中投區免試入學日間部,技高,不限,臺中市,沙鹿區,臺中市沙鹿區臺灣大道七段823號,https://slvs.tc.edu.tw,04-26621795#203、207,機械科:34(不限)；汽車科:68(不限)；資訊科:33(不限)；電子科:33(不限)；化工科:70(不限)；紡織科(產特):70(不限)；染整科(產特):35(不限)；製圖科:33(不限)；資料處理科:35(不限),,411,5B2+,112,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,紡織科、染整科為產業特殊需求類科；其餘各科以專業實習、證照與升學就業銜接為特色。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照；商業管理、會計、數位應用與電商實務，並銜接升學或就業。,臺鐵沙鹿站可轉162、353至沙鹿高工(中山路)；128停沙鹿高工(臺灣大道)，另93、95、237、238、677也行經校門周邊。,,https://slvs.tc.edu.tw；https://citybus-free.taichung.gov.tw/,
40,063408,臺中市立霧峰農業工業高級中等學校,公立,中投區免試入學日間部,技高,不限,臺中市,霧峰區,臺中市霧峰區中正路1222號,https://wufai.tc.edu.tw,04-23303118#203,園藝科(產特):35(不限)；食品加工科:34(不限)；機械科:67(不限)；汽車科:34(不限)；電子科:69(不限)；電機科:68(不限)；餐飲管理科:34(不限),,341,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,園藝科為產業特殊需求類科；其餘各科以專業實習、證照與升學就業銜接為特色。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照；農業、園藝、食品或環境實作；餐旅、家政與照顧服務的情境實作及證照，並銜接升學或就業。,可搭50、107、200、243、281、291至霧峰農工站；281可由臺中車站方向直達。,,https://wufai.tc.edu.tw；https://citybus-free.taichung.gov.tw/,
88,063C01,臺中市立豐原商業高級中等學校進修部,公立,中投區免試入學進修部,技高,不限,臺中市,豐原區,臺中市豐原區圓環南路50號,https://fyvs.tc.edu.tw,04-25283556#262,商業經營科(夜間班):19(不限)；資料處理科(夜間班):12(不限),,31,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含商業管理、會計、數位應用與電商實務，並銜接升學或就業。,可搭202、203、235、900、900繞等直達豐原高商；700、901、956至豐原分局後步行約5分鐘，或由豐原車站騎YouBike約10分鐘。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://fyvs.tc.edu.tw；https://fyvs.tc.edu.tw/p/412-1085-4982.php；https://citybus-free.taichung.gov.tw/,
84,063C02,臺中市立大甲工業高級中等學校進修部,公立,中投區免試入學進修部,技高,不限,臺中市,大甲區,臺中市大甲區頂店里開元路71號,https://tcvs.tc.edu.tw,04-26874132#502,建築科(夜間班):39(不限),,39,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照，並銜接升學或就業。,可搭95、211、657至大甲高工站；92、154、157、210、213、215、658、811、813可在甲工入口下車。臺鐵大甲站距校約2公里。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://tcvs.tc.edu.tw；https://tcvs.tc.edu.tw/p/404-1084-49667.php；https://citybus-free.taichung.gov.tw/,
85,063C04,臺中市立東勢工業高級中等學校進修部,公立,中投區免試入學進修部,技高,不限,臺中市,東勢區,臺中市東勢區東關路六段1328號,https://tsvs.tc.edu.tw,04-25872136#607,機械科(夜間班):39(不限),,39,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照，並銜接升學或就業。,日校有學生專車；公共運輸可由豐原搭206至新盛里(東勢高工)或東勢高工站。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://tsvs.tc.edu.tw；https://tsvs.tc.edu.tw/p/412-1083-7373.php；https://citybus-free.taichung.gov.tw/,
75,063C07,臺中市立沙鹿工業高級中等學校進修部,公立,中投區免試入學進修部,技高,不限,臺中市,沙鹿區,臺中市沙鹿區臺灣大道七段823號,https://slvs.tc.edu.tw,04-26621795#262,機械科(夜間班):36(不限)；汽車科(夜間班):36(不限)；電子科(夜間班):36(不限)；紡織科(產特)(夜間班):36(不限),,144,5B2+,112,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部設紡織科(夜間班)產業特殊需求類科；其餘依核定夜間／日間班辦理，未另設資優班。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照，並銜接升學或就業。,臺鐵沙鹿站可轉162、353至沙鹿高工(中山路)；128停沙鹿高工(臺灣大道)，另93、95、237、238、677也行經校門周邊。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://slvs.tc.edu.tw；https://citybus-free.taichung.gov.tw/,
89,063C08,臺中市立霧峰農業工業高級中等學校進修部,公立,中投區免試入學進修部,技高,不限,臺中市,霧峰區,臺中市霧峰區中正路1222號,https://wufai.tc.edu.tw,04-23303118#802,食品加工科(夜間班):22(不限)；汽車科(夜間班):22(不限),,44,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照；農業、園藝、食品或環境實作，並銜接升學或就業。,可搭50、107、200、243、281、291至霧峰農工站；281可由臺中車站方向直達。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://wufai.tc.edu.tw；https://citybus-free.taichung.gov.tw/,
18,064308,臺中市立后綜高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,后里區,臺中市后里區三豐路三段968號,https://hzsh.tc.edu.tw,04-25562012#1107,普通科:264(不限),,264,4B1C8+作文3級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,本次查閱校方官網未見固定資優班／特色班招生；實際班別與校本特色課程依當年度公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,臺鐵后里站下車步行約10至15分鐘，或搭92、155、212、213、215、813至啟明學校站；校方另有學生專車。,,https://hzsh.tc.edu.tw；https://hzsh.tc.edu.tw/p/412-1071-4771.php,
11,064324,臺中市立大里高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,大里區,臺中市大里區國中路365號,https://dlsh.tc.edu.tw,04-24067870#215,普通科:188(不限),,188,2A3B4+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,本次查閱校方官網未見固定資優班／特色班招生；實際班別與校本特色課程依當年度公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,可搭23、59、132、283至市立大里高中站，或在大衛路口下車步行到校。,,https://dlsh.tc.edu.tw；https://citybus-free.taichung.gov.tw/,
19,064328,臺中市立新社高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,新社區,臺中市新社區中和街三段國中巷10號,https://sshs.tc.edu.tw,04-25812116#213,普通科:130(不限)；農場經營科(產特):30(不限)；園藝科(產特):29(不限)；商業經營科:33(不限)；資料處理科:30(不限),,252,4B1C3+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,體育班（自行車、射擊等專長）；農場經營、園藝為產業特殊需求類科，並發展在地農業特色。,普通科學術探索，農業類科結合園藝、農場實作；校本課程連結新社花海、農業休憩觀光與永續議題。,公車91、265、270、272、276、278、279可至新社高中站，277可至土城站；校方另有學生專車。,,https://sshs.tc.edu.tw；https://sshs.tc.edu.tw/p/426-1069-4.php；https://sshs.tc.edu.tw/p/426-1069-5.php,
14,064336,臺中市立長億高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,太平區,臺中市太平區長億里長億六街1號,https://cyhs.tc.edu.tw,04-22704022#112,普通科:195(不限),,195,1A4B5+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,發展國際雙語教育、雙語實驗課程、美術班與體育班，實際招生與編班依年度公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,可搭3、7、249、284至長億高中站；3可銜接東山高中與新烏日車站，7、284可由臺中市區方向到校。,,https://cyhs.tc.edu.tw；https://cyhs.tc.edu.tw/p/412-1072-82.php；https://citybus-free.taichung.gov.tw/,
15,064342,臺中市立中港高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,梧棲區,臺中市梧棲區文昌路400號,https://cgsh.tc.edu.tw,04-26578270#9202,普通科:198(不限),,198,5B7+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,本次查閱校方官網未見固定資優班／特色班招生；實際班別與校本特色課程依當年度公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,可搭128、306、307、308、616、677至中港高中(臺灣大道)站；128連結大雅與清水，616可銜接臺中港、苑裡。,,https://cgsh.tc.edu.tw；https://citybus-free.taichung.gov.tw/,
17,064350,臺中市立龍津高級中等學校,公立,中投區免試入學日間部,高中,不限,臺中市,龍井區,臺中市龍井區三港路130號,https://ljjhs.tc.edu.tw,04-26304536#714、710,普通科:118(不限),,118,5B3+作文3級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,高中部設美術班、體育班；普通班另發展海洋教育、跨域與國際教育課程。,普通型課程結合多元選修、自主學習；發展海洋教育、跨域專題、在地文化與國際交流。,可搭361至龍津高中，路線可銜接龍井火車站、東海與臺中榮總；另可搭105延、675至校區周邊。,,https://ljjhs.tc.edu.tw；https://ljjhs.tc.edu.tw/p/404-1080-43208.php?Lang=zh-tw；https://citybus-free.taichung.gov.tw/,
36,064406,臺中市立神岡工業高級中等學校,公立,中投區免試入學日間部,技高,不限,臺中市,神岡區,臺中市神岡區中山路627號,https://sgihs.tc.edu.tw,04-25623421#612,機械科:59(不限),,59,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,本次查閱校方官網未見固定資優班／特色班招生；實際班別與校本特色課程依當年度公告。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照，並銜接升學或就業。,可搭91、182、185、232至神岡高工站；182、185可由豐原轉運中心前往，校門旁另有YouBike神岡高工站。,,https://sgihs.tc.edu.tw；https://citybus-free.taichung.gov.tw/driving-map?route=182；https://citybus-free.taichung.gov.tw/driving-map?route=185；https://citybus-free.taichung.gov.tw/,
25,064B08,臺中市立后綜高級中學進修部,公立,中投區免試入學進修部,高中,不限,臺中市,后里區,臺中市后里區三豐路三段968號,https://hzsh.tc.edu.tw,04-25562012#3151、3152,普通科(夜間班):25(不限),,25,4B1C8+作文3級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,臺鐵后里站下車步行約10至15分鐘，或搭92、155、212、213、215、813至啟明學校站；校方另有學生專車。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://hzsh.tc.edu.tw；https://hzsh.tc.edu.tw/p/412-1071-4771.php,
72,071414,彰化縣私立達德高級商工職業學校,私立,中投區免試入學日間部,技高,不限,彰化縣,田中鎮,彰化縣田中鎮中南路二段277號,https://www.tdvs.chc.edu.tw,04-8753929#108,汽車科:2(不限)；電機科:1(不限)；資料處理科:1(不限)；餐飲管理科:2(不限)；幼兒保育科:2(不限)；美容科:1(不限),,9,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,以汽車科、電機科、資料處理科、餐飲管理科、幼兒保育科等多元科別為特色；未見固定資優班公告。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照；商業管理、會計、數位應用與電商實務；餐旅、家政與照顧服務的情境實作及證照，並銜接升學或就業。,有學生交通車，校方公布26線以上通學路線並提供智慧交通車查詢；也可先搭臺鐵至田中站，再轉學生專車或接送。,,https://www.tdvs.chc.edu.tw；https://www.tdvs.chc.edu.tw/www/dwc021/；https://www.tdvs.chc.edu.tw/www/school_web/aspx/Description.aspx?Uid=Y2ML3SC1,
22,080302,國立南投高級中學,公立,中投區免試入學日間部,高中,不限,南投縣,南投市,南投縣南投市建國路137號,https://www.ntsh.ntct.edu.tw,049-2231175#307、308,普通科:198(不限)；電子科:31(不限)；電機科:32(不限)；建築科:32(不限)；美工科:31(不限)；電腦機械製圖科:31(不限)；電子商務科:32(不限)；應用英語科:33(不限),,420,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,設雙語實驗班、音樂班等特色學習；普通科與電子、電機、建築、設計、商管外語類科並行。,普通科與電子、電機、建築、設計、製圖、電商、應英並行；特色含雙語、AI智慧電商與互動機器人實作。,校方公告學生專車與公車資訊；學校無自有校車，曾公告總達學生專車及5路班車，實際班次依當期公告。,,https://www.ntsh.ntct.edu.tw；https://www.ntsh.ntct.edu.tw/home?cid=1289；https://www.ntsh.ntct.edu.tw/ischool/publish_page/18/?cid=3494,
21,080305,國立中興高級中學,公立,中投區免試入學日間部,高中,不限,南投縣,南投市,南投縣南投市中興新村中學路2號,https://www.chsh.ntct.edu.tw,049-2332110#1203、1207,普通科:350(不限),,350,89 (60),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,校方設有資優班鑑定暨特色班招生專區；實際班別、名額與鑑定方式依當年度公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,有學生班車與家長接送區；公共運輸可先到南投市或中興新村，再轉南投客運、總達客運至中興高中周邊站點。,,https://www.chsh.ntct.edu.tw；https://www.chsh.ntct.edu.tw/ischool/publish_page/22/?cid=5203,
31,080307,國立竹山高級中學,公立,中投區免試入學日間部,高中,不限,南投縣,竹山鎮,南投縣竹山鎮枋坪巷1-3號,https://www.cshs.ntct.edu.tw,049-2643344#113、114,綜合高中:148(不限)；商業經營科:10(不限)；國際貿易科:18(不限)；資料處理科:26(不限)；廣告設計科:14(不限)；多媒體設計科:13(不限),,229,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,官網列實驗班、自然科、社會科、美術班、體育班及商業／設計群等特色學習路徑。,綜高與商業、資處、設計群並行；設計群重視2D／3D造形、作品集、印前製程證照與專題實作。,可搭6188至竹山交流道後轉接送／計程車到校；水里方向可搭6718至竹山市區再轉乘。學校有宿舍，可向生輔組申請。,有學生宿舍，可向生輔組申請。,https://www.cshs.ntct.edu.tw；https://www.cshs.ntct.edu.tw/ischool/publish_page/36/?cid=1095；https://www.cshs.ntct.edu.tw/ischool/publish_page/36/?cid=1079；https://www.cshs.ntct.edu.tw/ischool/widget/main_menu/show.php?id=1222&map=0,
30,080308,國立暨南國際大學附屬高級中學,公立,中投區免試入學日間部,高中,不限,南投縣,埔里鎮,南投縣埔里鎮鐵山路1-6號,https://www.pshs.ntct.edu.tw,049-2913483#202,綜合高中:198(不限)；商業經營科:24(不限)；國際貿易科:26(不限)；資料處理科:27(不限)；電子商務科:23(不限),,298,83 (28),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,數理實驗班、語文實驗班；另有綜合高中與商管群專業科別，提供多軌適性選擇。,綜高兼顧學術與生涯試探，商管群聚焦商業、國貿、資料處理、電子商務；強調國際觀、實作創新與科學探究。,由臺中搭全航、國光或南投客運往埔里，在崎下站下車後步行到校；亦可由埔里轉搭台14線公車。,,https://www.pshs.ntct.edu.tw；https://www.pshs.ntct.edu.tw/home?cid=5；https://www.pshs.ntct.edu.tw/home?cid=7,
27,080401,國立仁愛高級農業職業學校,公立,中投區免試入學日間部,技高,不限,南投縣,仁愛鄉,南投縣仁愛鄉大同村山農巷27號,https://www.ravs.ntct.edu.tw,049-2802619#203,農場經營科(產特):18(不限)；園藝科(產特):20(不限)；森林科(產特):19(不限)；空間測繪科(產特):21(不限)；觀光事業科:20(不限)；家政科:16(不限),,114,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,農場經營、園藝、森林、空間測繪為產業特殊需求類科，另有觀光與家政專業。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照；農業、園藝、食品或環境實作；餐旅、家政與照顧服務的情境實作及證照，並銜接升學或就業。,由埔里轉搭6658、6659、6664、6666等往霧社／清境方向班車，在霧社或仁愛高農附近下車；山區遠距學生可申請校內宿舍。,有學生宿舍，可申請住宿。,https://www.ravs.ntct.edu.tw；https://www.ravs.ntct.edu.tw/ischool/widget/main_menu/show.php?id=3254&map=0,
29,080403,國立埔里高級工業職業學校,公立,中投區免試入學日間部,技高,不限,南投縣,埔里鎮,南投縣埔里鎮中山路一段435號,https://www.plvs.ntct.edu.tw,049-2982225#206,機械科:62(不限)；資訊科:22(不限)；電機科:33(不限)；建築科:50(不限)；化工科:29(不限),,196,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,以機械科、資訊科、電機科、建築科、化工科多元科別為特色；未見固定資優班公告。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照，並銜接升學或就業。,由埔里轉運站搭6658、6659、6664等往霧社／清境方向班車，在埔里高工站下車；校內設學生宿舍，可申請住宿。,有學生宿舍，可申請住宿。,https://www.plvs.ntct.edu.tw；https://www.plvs.ntct.edu.tw/ischool/publish_page/11/,
28,080404,國立南投高級商業職業學校,公立,中投區免試入學日間部,技高,不限,南投縣,南投市,南投縣南投市彰南路一段993號,https://www.pntcv.ntct.edu.tw,049-2222269#2207~2209,商業經營科:47(不限)；會計事務科:29(不限)；資料處理科:23(不限)；廣告設計科:31(不限)；觀光事業科:12(不限)；餐飲管理科:30(不限)；電子商務科:29(不限)；應用英語科:26(不限),,227,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,以商業經營科、會計事務科、資料處理科、廣告設計科、觀光事業科等多元科別為特色；未見固定資優班公告。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照；商業管理、會計、數位應用與電商實務；餐旅、家政與照顧服務的情境實作及證照；視覺／空間／多媒體／表演創作與作品集、展演；應用外語溝通、檢定與職場語言，並銜接升學或就業。,有學生專車；公共運輸可先到南投轉運站，再搭彰化客運、總達客運至南投市區，轉乘市區公車或步行到彰南路校區。,,https://www.pntcv.ntct.edu.tw；https://www.pntcv.ntct.edu.tw/,
32,080406,國立草屯高級商工職業學校,公立,中投區免試入學日間部,技高,不限,南投縣,草屯鎮,南投縣草屯鎮芬草路二段736號,https://www.ttvs.ntct.edu.tw,049-2362082#1208、1210,機械科:60(不限)；配管科(產特):29(不限)；商業經營科:128(不限)；會計事務科:65(不限)；資料處理科:64(不限)；應用英語科:31(不限),,377,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,配管科為產業特殊需求類科；其餘商管、外語、機械科以技能、證照及專題實作為主。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照；商業管理、會計、數位應用與電商實務；應用外語溝通、檢定與職場語言，並銜接升學或就業。,有學生專車；由臺中可搭108至草屯方向，或搭往埔里的全航／南投客運在草屯市區下車，再轉接送至芬草路校區。,,https://www.ttvs.ntct.edu.tw；https://www.ttvs.ntct.edu.tw/home?cid=1229；https://www.ttvs.ntct.edu.tw/home?cid=727；https://citybus-free.taichung.gov.tw/,
