排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,分數來源備註,資優班/特色班,排序分數,課程方向,實習／專題,交通方式,通勤資訊,住宿資訊,生活資料來源,交通資料來源,住宿資料來源,Google地圖,地址資料來源,課程資料來源,實習專題資料來源
,180301,國立竹科實驗高級中等學校,公立,竹苗區學校名錄,高中,,新竹市,東區,新竹市東區介壽路300號,https://www.nehs.hc.edu.tw/,(03)5777011,普通科(日)；數理資優班(日)；科學班(日)；雙語部(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,普通型高中課程，強調數理、科學與探究；官網115學年度並有高二「校訂必修專題」選課。,官網115學年度明確公告高二校訂必修專題選課。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E7%AB%B9%E7%A7%91%E5%AF%A6%E9%A9%97%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E4%BB%8B%E5%A3%BD%E8%B7%AF300%E8%99%9F,https://www.nehs.hc.edu.tw/,https://www.nehs.hc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E7%AB%B9%E7%A7%91%E5%AF%A6%E9%A9%97%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E4%BB%8B%E5%A3%BD%E8%B7%AF300%E8%99%9F,https://www.nehs.hc.edu.tw/,https://www.nehs.hc.edu.tw/,https://www.nehs.hc.edu.tw/
,180302,國立新竹女中,公立,竹苗區學校名錄,高中,,新竹市,東區,新竹市東區中華路二段270號,https://www.hgsh.hc.edu.tw/,(03)5456611,普通科(日)；美術班(日)；數理資優班(日)；語文資優班(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、美術班、數理資優班、語文資優班課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E6%96%B0%E7%AB%B9%E5%A5%B3%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E4%B8%AD%E8%8F%AF%E8%B7%AF%E4%BA%8C%E6%AE%B5270%E8%99%9F,https://www.hgsh.hc.edu.tw/,https://www.hgsh.hc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E6%96%B0%E7%AB%B9%E5%A5%B3%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E4%B8%AD%E8%8F%AF%E8%B7%AF%E4%BA%8C%E6%AE%B5270%E8%99%9F,https://www.hgsh.hc.edu.tw/,https://www.hgsh.hc.edu.tw/,https://www.hgsh.hc.edu.tw/
,180309,國立新竹高中,公立,竹苗區學校名錄,高中,,新竹市,東區,新竹市東區學府路36號,https://www.hchs.hc.edu.tw/home,(03)5736666,普通科(日)；音樂班(日)；數理資優班(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、音樂班、數理資優班課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E6%96%B0%E7%AB%B9%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%AD%B8%E5%BA%9C%E8%B7%AF36%E8%99%9F,https://www.hchs.hc.edu.tw/home,https://www.hchs.hc.edu.tw/home,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E6%96%B0%E7%AB%B9%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%AD%B8%E5%BA%9C%E8%B7%AF36%E8%99%9F,https://www.hchs.hc.edu.tw/home,https://www.hchs.hc.edu.tw/home,https://www.hchs.hc.edu.tw/home
,180403,國立新竹高商,公立,竹苗區學校名錄,高職,,新竹市,東區,新竹市東區學府路128號,https://www.hccvs.hc.edu.tw/home,(03)5722150,商業經營科(日)；國際貿易科(日)；資料處理科(日)；流通管理科(夜)；應用英語科(日)；商用資訊科(日)；銷售事務科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以商業經營科、國際貿易科、資料處理科、流通管理科、應用英語科、商用資訊科、銷售事務科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E6%96%B0%E7%AB%B9%E9%AB%98%E5%95%86%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%AD%B8%E5%BA%9C%E8%B7%AF128%E8%99%9F,https://www.hccvs.hc.edu.tw/home,https://www.hccvs.hc.edu.tw/home,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E6%96%B0%E7%AB%B9%E9%AB%98%E5%95%86%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%AD%B8%E5%BA%9C%E8%B7%AF128%E8%99%9F,https://www.hccvs.hc.edu.tw/home,https://www.hccvs.hc.edu.tw/home,https://www.hccvs.hc.edu.tw/home
,180404,國立新竹高工,公立,竹苗區學校名錄,高職,,新竹市,東區,新竹市東區中華路二段2號,https://www.hcvs.hc.edu.tw/,(03)5322175,機械科(日)；機械科(夜)；板金科(日)；資訊科(日)；電機科(日)；電機科(夜)；化工科(日)；製圖科(日)；製圖科(夜)；室內空間設計科(日)；餐飲服務科(日)；機械加工科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以機械科、板金科、資訊科、電機科、化工科、製圖科、室內空間設計科、餐飲服務科等課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E6%96%B0%E7%AB%B9%E9%AB%98%E5%B7%A5%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E4%B8%AD%E8%8F%AF%E8%B7%AF%E4%BA%8C%E6%AE%B52%E8%99%9F,https://www.hcvs.hc.edu.tw/,https://www.hcvs.hc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E6%96%B0%E7%AB%B9%E9%AB%98%E5%B7%A5%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E4%B8%AD%E8%8F%AF%E8%B7%AF%E4%BA%8C%E6%AE%B52%E8%99%9F,https://www.hcvs.hc.edu.tw/,https://www.hcvs.hc.edu.tw/,https://www.hcvs.hc.edu.tw/
,181305,私立光復高中,私立,竹苗區學校名錄,綜高,,新竹市,東區,新竹市東區光復路二段153號,https://www.kfsh.hc.edu.tw/,(03)5753698,普通科(日)；汽車科(日)；汽車科(夜)；資訊科(日)；電子科(日)；電機科(日)；資料處理科(日)；資料處理科(夜)；廣告設計科(日)；觀光事業科(日)；觀光事業科(夜)；餐飲管理科(日)；餐飲管理科(夜)；多媒體設計科(日)；應用英語科(日)；應用日語科(日)；幼兒保育科(日)；美容科(夜)；室內設計科(日)；照顧服務科(日)；時尚造型科(日)；餐飲服務科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,同時設普通型與技術型課程；官網有115學年度普通科、技高、進修部等課程計畫。,技術型課程依各科課程計畫安排專業實習／實作；網站未標示單一全校統一專題題目。,市區公車1、2、2甲、30於「光復中學站」下車；火車至新竹站後可轉市區公車；客運於清大站下車後往市區方向步行約300公尺。,可由新竹火車站轉乘市區公車至光復中學站；校方亦標示清大站步行約300公尺的方式。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E5%85%89%E5%BE%A9%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%85%89%E5%BE%A9%E8%B7%AF%E4%BA%8C%E6%AE%B5153%E8%99%9F,https://www.kfsh.hc.edu.tw/article/31,https://www.kfsh.hc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E5%85%89%E5%BE%A9%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%85%89%E5%BE%A9%E8%B7%AF%E4%BA%8C%E6%AE%B5153%E8%99%9F,https://www.kfsh.hc.edu.tw/,https://www.kfsh.hc.edu.tw/,https://www.kfsh.hc.edu.tw/
,181306,私立曙光女中,私立,竹苗區學校名錄,綜高,,新竹市,東區,新竹市東區北大路61號,https://www.sggs.hc.edu.tw/,(03)5325709,普通科(日)；商業經營科(日)；應用英語科(日)；應用日語科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、商業經營科、應用英語科、應用日語科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,官網持續公告115學年度學生專車登記與各週交通車車趟表。,可依校方115學年度專車公告登記並按公布車趟通勤。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E6%9B%99%E5%85%89%E5%A5%B3%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%8C%97%E5%A4%A7%E8%B7%AF61%E8%99%9F,https://www.sggs.hc.edu.tw/office/div_300/bus/%E6%9B%99%E5%85%89%E5%A5%B3%E4%B8%AD%E6%A0%A1%E8%BB%8A%E5%85%AC%E5%91%8A/,https://www.sggs.hc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E6%9B%99%E5%85%89%E5%A5%B3%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%8C%97%E5%A4%A7%E8%B7%AF61%E8%99%9F,https://www.sggs.hc.edu.tw/,https://www.sggs.hc.edu.tw/,https://www.sggs.hc.edu.tw/
,181307,私立磐石高中,私立,竹苗區學校名錄,綜高,,新竹市,北區,新竹市北區西大路683號,https://www.sphs.hc.edu.tw/,(03)5223946,普通科(日)；機械科(日)；電機科(日)；資料處理科(日)；資料處理科(夜),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、機械科、電機科、資料處理科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E7%A3%90%E7%9F%B3%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E5%8C%97%E5%8D%80%E8%A5%BF%E5%A4%A7%E8%B7%AF683%E8%99%9F,https://www.sphs.hc.edu.tw/,https://www.sphs.hc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E7%A3%90%E7%9F%B3%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E5%8C%97%E5%8D%80%E8%A5%BF%E5%A4%A7%E8%B7%AF683%E8%99%9F,https://www.sphs.hc.edu.tw/,https://www.sphs.hc.edu.tw/,https://www.sphs.hc.edu.tw/
,181308,私立世界高中,私立,竹苗區學校名錄,高職,,新竹市,東區,新竹市東區光復路一段257號,https://www.wvs.hc.edu.tw/,(03)5783271,汽車科(日)；美工科(日)；餐飲管理科(日)；時尚造型科(日)；餐飲服務科(日)；餐飲技術科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以控制／汽車、餐飲、美工、時尚造型等技職專業為主，官網各科特色與畢業成果展資訊明確。,官網展示聯合畢業成果展，包含專業科實作與成果呈現。,官網設有校車路線查詢，公布各線站點與時間。,可依校方校車路線查詢頁選擇站點；實際路線可依當年度搭乘人數調整。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E4%B8%96%E7%95%8C%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%85%89%E5%BE%A9%E8%B7%AF%E4%B8%80%E6%AE%B5257%E8%99%9F,https://www.wvs.hc.edu.tw/home?cid=154,https://www.wvs.hc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E4%B8%96%E7%95%8C%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%85%89%E5%BE%A9%E8%B7%AF%E4%B8%80%E6%AE%B5257%E8%99%9F,https://www.wvs.hc.edu.tw/,https://www.wvs.hc.edu.tw/,https://www.wvs.hc.edu.tw/
,183306,新竹市立成德高中,公立,竹苗區學校名錄,高中,,新竹市,北區,新竹市北區崧嶺路128巷38號,https://www.cdjh.hc.edu.tw/,(03)5258748,普通科(日)；體育班(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、體育班課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,官網115學年度新生專區公布交通車停靠站點表及報名。,可依115學年度交通車停靠站點表搭乘學生交通車。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E7%AB%B9%E5%B8%82%E7%AB%8B%E6%88%90%E5%BE%B7%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E5%8C%97%E5%8D%80%E5%B4%A7%E5%B6%BA%E8%B7%AF128%E5%B7%B738%E8%99%9F,https://www.cdjh.hc.edu.tw/,https://www.cdjh.hc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E7%AB%B9%E5%B8%82%E7%AB%8B%E6%88%90%E5%BE%B7%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E5%8C%97%E5%8D%80%E5%B4%A7%E5%B6%BA%E8%B7%AF128%E5%B7%B738%E8%99%9F,https://www.cdjh.hc.edu.tw/,https://www.cdjh.hc.edu.tw/,https://www.cdjh.hc.edu.tw/
,183307,新竹市立香山高中,公立,竹苗區學校名錄,綜高,,新竹市,香山區,新竹市香山區元培街124號,https://www.hhjh.hc.edu.tw/,(03)5384332,普通科(日)；普通科(夜)；體育班(日)；美術工藝科(日)；資料處理科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科、體育班、美術工藝科、資料處理科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E7%AB%B9%E5%B8%82%E7%AB%8B%E9%A6%99%E5%B1%B1%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E9%A6%99%E5%B1%B1%E5%8D%80%E5%85%83%E5%9F%B9%E8%A1%97124%E8%99%9F,https://www.hhjh.hc.edu.tw/,https://www.hhjh.hc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E7%AB%B9%E5%B8%82%E7%AB%8B%E9%A6%99%E5%B1%B1%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E9%A6%99%E5%B1%B1%E5%8D%80%E5%85%83%E5%9F%B9%E8%A1%97124%E8%99%9F,https://www.hhjh.hc.edu.tw/,https://www.hhjh.hc.edu.tw/,https://www.hhjh.hc.edu.tw/
,183313,新竹市立建功高中,公立,竹苗區學校名錄,高中,,新竹市,東區,新竹市東區建功二路17號,https://www.cksh.hc.edu.tw/,(03)5745892,普通科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,以普通科課程為主；各年級必修、選修與校訂課程依學校課程計畫。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,學校官網未標示具體大眾運輸路線。,學校官網未標示固定學生專車或具體通勤路線。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E7%AB%B9%E5%B8%82%E7%AB%8B%E5%BB%BA%E5%8A%9F%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%BB%BA%E5%8A%9F%E4%BA%8C%E8%B7%AF17%E8%99%9F,https://www.cksh.hc.edu.tw/,https://www.cksh.hc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E7%AB%B9%E5%B8%82%E7%AB%8B%E5%BB%BA%E5%8A%9F%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E5%BB%BA%E5%8A%9F%E4%BA%8C%E8%B7%AF17%E8%99%9F,https://www.cksh.hc.edu.tw/,https://www.cksh.hc.edu.tw/,https://www.cksh.hc.edu.tw/
,183314,新竹市數位實驗高中,公立,竹苗區學校名錄,高中,,新竹市,香山區,新竹市香山區延平路二段76號,https://www.desh.hc.edu.tw/,(03)6211165,普通科(日),,,教育部統計處《高級中等學校概況統計》114學年度校別資料；115學年度實際招生名額待該區免試入學委員會公告端點恢復後再寫入。,請以各校當年度公告為準,,實驗教育取向，官網可見個別需求課程、跨域選課與雙聯學制等彈性學習安排。,網站未標示固定全校實習／專題內容；各科或校訂課程之實作、專題依學校課程計畫與教學單位公告。,官網「關於本校」設有「位置與交通資訊／交通資訊」入口。,依校方交通資訊頁前往；首頁未直接列固定公車班次。,學校官網未標示校內學生宿舍資訊。,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E7%AB%B9%E5%B8%82%E6%95%B8%E4%BD%8D%E5%AF%A6%E9%A9%97%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E9%A6%99%E5%B1%B1%E5%8D%80%E5%BB%B6%E5%B9%B3%E8%B7%AF%E4%BA%8C%E6%AE%B576%E8%99%9F,https://www.desh.hc.edu.tw/,https://www.desh.hc.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E7%AB%B9%E5%B8%82%E6%95%B8%E4%BD%8D%E5%AF%A6%E9%A9%97%E9%AB%98%E4%B8%AD%20%E6%96%B0%E7%AB%B9%E5%B8%82%E9%A6%99%E5%B1%B1%E5%8D%80%E5%BB%B6%E5%B9%B3%E8%B7%AF%E4%BA%8C%E6%AE%B576%E8%99%9F,https://www.desh.hc.edu.tw/,https://www.desh.hc.edu.tw/,https://www.desh.hc.edu.tw/
