排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,分數來源備註,資優班/特色班,排序分數,課程方向,實習／專題,交通方式,通勤資訊,住宿資訊,生活資料來源,交通資料來源,住宿資料來源,Google地圖,地址資料來源,課程資料來源,實習專題資料來源
,061B19,臺中市私立玉山高級中學進修部,私立,中投區免試入學進修部,進修部,不限,臺中市,東勢區,423009 臺中市東勢區東崎路四段399號,https://www.yssh.tc.edu.tw,04-25771313#103,資料處理科(夜間班):10(不限);餐飲管理科(夜間班):20(不限);美容科(夜間班):10(不限);照顧服務科(產特)(夜間班):20(不限),60,60,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部設照顧服務科(夜間班)產業特殊需求類科;其餘依核定夜間/日間班辦理,未另設資優班。",,"依官網招生科別與課程計畫,課程方向包含資料處理科;專業科目與校訂課程依各科課程計畫辦理。",網站未標示全校統一專題題目;各專業科實習/專題以校方課程計畫與實習處公告為準。,進修部官網未標示夜間固定學生專車或夜間專用大眾運輸班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=423009%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E5%B4%8E%E8%B7%AF%E5%9B%9B%E6%AE%B5399%E8%99%9F；學校官網：https://www.yssh.tc.edu.tw,https://www.yssh.tc.edu.tw/introduce/html/index7.htm,https://www.yssh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=423009%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E5%B4%8E%E8%B7%AF%E5%9B%9B%E6%AE%B5399%E8%99%9F,https://www.yssh.tc.edu.tw/,https://www.yssh.tc.edu.tw,https://www.yssh.tc.edu.tw
,061B21,臺中市私立慈明高級中學進修部,私立,中投區免試入學進修部,進修部,不限,臺中市,太平區,臺中市太平區光德路388號,https://www.gapp.tmhs.tc.edu.tw,04-22713911#501~503,餐飲管理科(夜間班):80(不限),80,80,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,"依官網招生科別與課程計畫,課程方向包含餐飲管理科;專業科目與校訂課程依各科課程計畫辦理。",網站未標示全校統一專題題目;各專業科實習/專題以校方課程計畫與實習處公告為準。,進修部官網未標示夜間固定學生專車或夜間專用大眾運輸班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%85%89%E5%BE%B7%E8%B7%AF388%E8%99%9F；學校官網：https://www.gapp.tmhs.tc.edu.tw,https://www.gapp.tmhs.tc.edu.tw,https://www.gapp.tmhs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%85%89%E5%BE%B7%E8%B7%AF388%E8%99%9F,https://www.gapp.tmhs.tc.edu.tw,https://www.gapp.tmhs.tc.edu.tw,https://www.gapp.tmhs.tc.edu.tw
,063303,臺中市立大甲高級中等學校,公立,中投區免試入學日間部,綜高,不限,臺中市,大甲區,437001 臺中市大甲區中山路一段720號,https://djsh.tc.edu.tw,04-26877165#333,綜合高中:410(不限);美工科:33(不限),443,443,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,設實驗班、體育班及美工科;實驗班甄選與體育班特色招生依當年度校方公告。,,"綜合高中兼顧學術與生涯試探;另設綜合高中等專業方向,各科依課程計畫安排專業課程與實作。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",學校官網未標示具體大眾運輸到校路線或固定學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=437001%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%80%E6%AE%B5720%E8%99%9F；學校官網：https://djsh.tc.edu.tw,https://djsh.tc.edu.tw,https://djsh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=437001%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%80%E6%AE%B5720%E8%99%9F,https://djsh.tc.edu.tw/,https://djsh.tc.edu.tw,https://djsh.tc.edu.tw
,063305,臺中市立清水高級中等學校,公立,中投區免試入學日間部,高中,不限,臺中市,清水區,436-53 臺中市清水區中山路90號,https://cshs.tc.edu.tw,04-26222116 # 231,普通科:452(不限),452,452,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,校方官網未標示固定資優班/特色班招生;實際班別與校本特色課程依當年度公告。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。",不設固定職業實習;探究實作、自主學習、科展與校本課程成果依高中課程辦理。,"官網交通資訊列臺鐵清水站;清水高中(中山路)站有93、95、111、178、179、303、304、305、688等,清水高中(學園街)站有97、111、123、164、165、182、183、185、186、239、500延等。",臺鐵清水站與兩處「清水高中」公車站均由校方交通資訊頁明確列示。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=436-53%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B8%85%E6%B0%B4%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF90%E8%99%9F；學校官網：https://cshs.tc.edu.tw,https://www2.cshs.tc.edu.tw/home?cid=440,https://cshs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=436-53%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B8%85%E6%B0%B4%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF90%E8%99%9F,https://www2.cshs.tc.edu.tw/home?cid=440,https://cshs.tc.edu.tw,https://cshs.tc.edu.tw/
,063312,臺中市立豐原高級中等學校,公立,中投區免試入學日間部,高中,不限,臺中市,豐原區,420302 臺中市豐原區水源路150號,https://fysh.tc.edu.tw,04-25290381#1121,普通科:470(不限),470,470,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,校方官網未標示固定資優班/特色班招生;實際班別與校本特色課程依當年度公告。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;校方可見自主學習、科展、探究與成果發表,專題依高中課程與實驗班/美術班規劃辦理。",官網交通頁列豐原火車站轉12、90、223、700、900至豐原高中。,"臺鐵使用豐原站,再依校方交通頁轉12、90、223、700或900路到校。",學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=420302%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E6%B0%B4%E6%BA%90%E8%B7%AF150%E8%99%9F；學校官網：https://fysh.tc.edu.tw,https://fysh.tc.edu.tw/p/412-1075-20477.php?Lang=zh-tw,https://fysh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=420302%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E6%B0%B4%E6%BA%90%E8%B7%AF150%E8%99%9F,https://fysh.tc.edu.tw/p/412-1075-20477.php?Lang=zh-tw,https://fysh.tc.edu.tw,https://fysh.tc.edu.tw/
,063401,臺中市立豐原商業高級中等學校,公立,中投區免試入學日間部,高職,不限,臺中市,豐原區,420305 臺中市豐原區圓環南路50號,https://fyvs.tc.edu.tw,04-25283556#212、296,商業經營科:133(不限);國際貿易科:135(不限);資料處理科:102(不限);應用英語科:69(不限),439,439,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,以商業經營科、國際貿易科、資料處理科、應用英語科多元科別為特色;未標示固定資優班公告。,,"依官網招生科別與課程計畫,課程方向包含商業經營科;專業科目與校訂課程依各科課程計畫辦理。",商業經營、國際貿易、資料處理、應用英語等科依課程計畫辦理商業實務、資訊應用、語言與專題製作。,"官網交通頁列202、203、900、900繞、900跳蛙及235直達校門;152至市府衛生局,700、900、901、956至豐原分局等。",公車站點與路線依校方交通資訊頁;學生也可由豐原火車站依官網所列路線轉乘。,"校方設學生宿舍,115學年度新生專區已公布住宿申請、床位與入住注意事項。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=420305%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E5%9C%93%E7%92%B0%E5%8D%97%E8%B7%AF50%E8%99%9F；學校官網：https://fyvs.tc.edu.tw,https://fyvs.tc.edu.tw/p/412-1085-4982.php,https://fyvs.tc.edu.tw/p/412-1085-15146.php,https://www.google.com/maps/search/?api=1&query=420305%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E5%9C%93%E7%92%B0%E5%8D%97%E8%B7%AF50%E8%99%9F,https://fyvs.tc.edu.tw/p/412-1085-4982.php,https://fyvs.tc.edu.tw,https://fyvs.tc.edu.tw/
,063402,臺中市立大甲工業高級中等學校,公立,中投區免試入學日間部,高職,不限,臺中市,大甲區,437024 臺中市大甲區頂店里開元路71號,https://tcvs.tc.edu.tw,04-26874132#113、120,機械科:67(不限);資訊科:33(不限);電子科:64(不限);電機科:66(不限);建築科:64(不限);製圖科:31(不限),325,325,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,以機械科、資訊科、電子科、電機科、建築科等多元科別為特色;未標示固定資優班公告。,,"依官網招生科別與課程計畫,課程方向包含機械科;專業科目與校訂課程依各科課程計畫辦理。",機械、資訊、電子、電機、建築、製圖等科依實習處與各科課程辦理專業實習、技能競賽與專題/實作。,官網交通頁列95、211、657於「大甲高工」站;92、154、157、210、213、215、658、811、813於「甲工入口」站;臺鐵可使用大甲站。,固定公車站與路線、臺鐵大甲站均依校方交通頁。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=437024%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E9%A0%82%E5%BA%97%E9%87%8C%E9%96%8B%E5%85%83%E8%B7%AF71%E8%99%9F；學校官網：https://tcvs.tc.edu.tw,https://tcvs.tc.edu.tw/p/404-1084-49667.php,https://tcvs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=437024%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E9%A0%82%E5%BA%97%E9%87%8C%E9%96%8B%E5%85%83%E8%B7%AF71%E8%99%9F,https://tcvs.tc.edu.tw/p/404-1084-49667.php,https://tcvs.tc.edu.tw,https://tcvs.tc.edu.tw/
,063404,臺中市立東勢工業高級中等學校,公立,中投區免試入學日間部,高職,不限,臺中市,東勢區,423311 臺中市東勢區東關路六段1328號,https://tsvs.tc.edu.tw,04-25872136#103,機械科:66(不限);汽車科:68(不限);資訊科:34(不限);電子科:34(不限);電機科:67(不限);建築科:34(不限);化工科:69(不限);製圖科:34(不限);室內空間設計科:34(不限);家具設計科:34(不限),474,474,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,以機械科、汽車科、資訊科、電子科、電機科等多元科別為特色;未標示固定資優班公告。,,"依官網招生科別與課程計畫,課程方向包含機械科;專業科目與校訂課程依各科課程計畫辦理。",機械、汽車、資電、建築、化工、製圖、室內空間與家具設計等科依實習處與各科辦理專業實習、技能競賽與專題/實作。,官網設「專車訊息」專區;網站目前未標示可直接引用的115學年度固定公車到校班次。,學生專車依校方「專車訊息」公告;網站未標示固定大眾運輸班次或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=423311%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E9%97%9C%E8%B7%AF%E5%85%AD%E6%AE%B51328%E8%99%9F；學校官網：https://tsvs.tc.edu.tw,https://tsvs.tc.edu.tw/p/412-1083-7373.php,https://tsvs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=423311%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E9%97%9C%E8%B7%AF%E5%85%AD%E6%AE%B51328%E8%99%9F,https://tsvs.tc.edu.tw/p/412-1083-7373.php,https://tsvs.tc.edu.tw,https://tsvs.tc.edu.tw/
,063407,臺中市立沙鹿工業高級中等學校,公立,中投區免試入學日間部,高職,不限,臺中市,沙鹿區,433029 臺中市沙鹿區臺灣大道七段823號,https://slvs.tc.edu.tw,04-26621795#203、207,機械科:34(不限);汽車科:68(不限);資訊科:33(不限);電子科:33(不限);化工科:70(不限);紡織科(產特):70(不限);染整科(產特):35(不限);製圖科:33(不限);資料處理科:35(不限),411,411,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,紡織科、染整科為產業特殊需求類科;其餘各科以專業實習、證照與升學就業銜接為特色。,,"依官網招生科別與課程計畫,課程方向包含機械科;專業科目與校訂課程依各科課程計畫辦理。","各專業科有專業實習與「專題實作/專題製作」課程,並依科別進行技能、作品與專題成果。",官網交通資料列海線鐵路與學生交通路線;實際學生專車站點依校方交通公告。,學生專車與鐵路通勤依校方交通資訊;網站未標示全校統一固定步行時間。,"校方設學生宿舍,官網學生住宿專區列有住宿申請與宿舍管理規定。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=433029%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B2%99%E9%B9%BF%E5%8D%80%E8%87%BA%E7%81%A3%E5%A4%A7%E9%81%93%E4%B8%83%E6%AE%B5823%E8%99%9F；學校官網：https://slvs.tc.edu.tw,https://slvs.tc.edu.tw/,https://slvs.tc.edu.tw/p/412-1082-10095.php?Lang=zh-tw,https://www.google.com/maps/search/?api=1&query=433029%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B2%99%E9%B9%BF%E5%8D%80%E8%87%BA%E7%81%A3%E5%A4%A7%E9%81%93%E4%B8%83%E6%AE%B5823%E8%99%9F,https://slvs.tc.edu.tw/,https://slvs.tc.edu.tw,https://slvs.tc.edu.tw/
,063408,臺中市立霧峰農業工業高級中等學校,公立,中投區免試入學日間部,高職,不限,臺中市,霧峰區,413010 臺中市霧峰區中正路1222號,https://wufai.tc.edu.tw,04-23303118#203,園藝科(產特):35(不限);食品加工科:34(不限);機械科:67(不限);汽車科:34(不限);電子科:69(不限);電機科:68(不限);餐飲管理科:34(不限),341,341,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,園藝科為產業特殊需求類科;其餘各科以專業實習、證照與升學就業銜接為特色。,,農業、食品與餐旅、汽車、機械、電機、電子等技術型課程;本表招生科別包含餐飲管理、食品加工與汽車。,"官網設實習處及各專業科,課程以專業實習與技能實作為核心;網站未標示全校統一專題題目。",官方交通資料列明:臺中車站可搭200、107、108或50路公車至「霧峰農工」;高鐵臺中站可搭151路前往霧峰地區。,官網交通資料已列固定公車路線;進修部夜間回程班次網站未標示。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=413010%20%E8%87%BA%E4%B8%AD%E5%B8%82%E9%9C%A7%E5%B3%B0%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF1222%E8%99%9F；學校官網：https://wufai.tc.edu.tw,https://school.tc.edu.tw/open-message/193518/get-file/656d1978ee73253190624865.pdf,https://wufai.tc.edu.tw/,https://www.google.com/maps/search/?api=1&query=413010%20%E8%87%BA%E4%B8%AD%E5%B8%82%E9%9C%A7%E5%B3%B0%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF1222%E8%99%9F,https://wufai.tc.edu.tw/,https://wufai.tc.edu.tw/,https://wufai.tc.edu.tw/
,063C01,臺中市立豐原商業高級中等學校進修部,公立,中投區免試入學進修部,進修部,不限,臺中市,豐原區,420305 臺中市豐原區圓環南路50號,https://fyvs.tc.edu.tw,04-25283556#262,商業經營科(夜間班):19(不限);資料處理科(夜間班):12(不限),31,31,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,"依官網招生科別與課程計畫,課程方向包含商業經營科;專業科目與校訂課程依各科課程計畫辦理。",商業經營、國際貿易、資料處理、應用英語等科依課程計畫辦理商業實務、資訊應用、語言與專題製作。,"校本部交通資訊:官網交通頁列202、203、900、900繞、900跳蛙及235直達校門;152至市府衛生局,700、900、901、956至豐原分局等。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。",進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=420305%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E5%9C%93%E7%92%B0%E5%8D%97%E8%B7%AF50%E8%99%9F；學校官網：https://fyvs.tc.edu.tw,https://fyvs.tc.edu.tw/p/412-1085-4982.php,https://fyvs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=420305%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E5%9C%93%E7%92%B0%E5%8D%97%E8%B7%AF50%E8%99%9F,https://fyvs.tc.edu.tw/p/412-1085-4982.php,https://fyvs.tc.edu.tw,https://fyvs.tc.edu.tw/
,063C02,臺中市立大甲工業高級中等學校進修部,公立,中投區免試入學進修部,進修部,不限,臺中市,大甲區,437024 臺中市大甲區頂店里開元路71號,https://tcvs.tc.edu.tw,04-26874132#502,建築科(夜間班):39(不限),39,39,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,"依官網招生科別與課程計畫,課程方向包含建築科;專業科目與校訂課程依各科課程計畫辦理。",機械、資訊、電子、電機、建築、製圖等科依實習處與各科課程辦理專業實習、技能競賽與專題/實作。,校本部交通資訊:官網交通頁列95、211、657於「大甲高工」站;92、154、157、210、213、215、658、811、813於「甲工入口」站;臺鐵可使用大甲站。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=437024%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E9%A0%82%E5%BA%97%E9%87%8C%E9%96%8B%E5%85%83%E8%B7%AF71%E8%99%9F；學校官網：https://tcvs.tc.edu.tw,https://tcvs.tc.edu.tw/p/404-1084-49667.php,https://tcvs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=437024%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E9%A0%82%E5%BA%97%E9%87%8C%E9%96%8B%E5%85%83%E8%B7%AF71%E8%99%9F,https://tcvs.tc.edu.tw/p/404-1084-49667.php,https://tcvs.tc.edu.tw,https://tcvs.tc.edu.tw/
,063C04,臺中市立東勢工業高級中等學校進修部,公立,中投區免試入學進修部,進修部,不限,臺中市,東勢區,423311 臺中市東勢區東關路六段1328號,https://tsvs.tc.edu.tw,04-25872136#607,機械科(夜間班):39(不限),39,39,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,"依官網招生科別與課程計畫,課程方向包含機械科;專業科目與校訂課程依各科課程計畫辦理。",機械、汽車、資電、建築、化工、製圖、室內空間與家具設計等科依實習處與各科辦理專業實習、技能競賽與專題/實作。,校本部交通資訊:官網設「專車訊息」專區;網站目前未標示可直接引用的115學年度固定公車到校班次。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=423311%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E9%97%9C%E8%B7%AF%E5%85%AD%E6%AE%B51328%E8%99%9F；學校官網：https://tsvs.tc.edu.tw,https://tsvs.tc.edu.tw/p/412-1083-7373.php,https://tsvs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=423311%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E9%97%9C%E8%B7%AF%E5%85%AD%E6%AE%B51328%E8%99%9F,https://tsvs.tc.edu.tw/p/412-1083-7373.php,https://tsvs.tc.edu.tw,https://tsvs.tc.edu.tw/
,063C07,臺中市立沙鹿工業高級中等學校進修部,公立,中投區免試入學進修部,進修部,不限,臺中市,沙鹿區,433029 臺中市沙鹿區臺灣大道七段823號,https://slvs.tc.edu.tw,04-26621795#262,機械科(夜間班):36(不限);汽車科(夜間班):36(不限);電子科(夜間班):36(不限);紡織科(產特)(夜間班):36(不限),144,144,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部設紡織科(夜間班)產業特殊需求類科;其餘依核定夜間/日間班辦理,未另設資優班。",,"依官網招生科別與課程計畫,課程方向包含機械科;專業科目與校訂課程依各科課程計畫辦理。","各專業科有專業實習與「專題實作/專題製作」課程,並依科別進行技能、作品與專題成果。",校本部交通資訊:官網交通資料列海線鐵路與學生交通路線;實際學生專車站點依校方交通公告。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=433029%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B2%99%E9%B9%BF%E5%8D%80%E8%87%BA%E7%81%A3%E5%A4%A7%E9%81%93%E4%B8%83%E6%AE%B5823%E8%99%9F；學校官網：https://slvs.tc.edu.tw,https://slvs.tc.edu.tw/,https://slvs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=433029%20%E8%87%BA%E4%B8%AD%E5%B8%82%E6%B2%99%E9%B9%BF%E5%8D%80%E8%87%BA%E7%81%A3%E5%A4%A7%E9%81%93%E4%B8%83%E6%AE%B5823%E8%99%9F,https://slvs.tc.edu.tw/,https://slvs.tc.edu.tw,https://slvs.tc.edu.tw/
,063C08,臺中市立霧峰農業工業高級中等學校進修部,公立,中投區免試入學進修部,進修部,不限,臺中市,霧峰區,413010 臺中市霧峰區中正路1222號,https://wufai.tc.edu.tw,04-23303118#802,食品加工科(夜間班):22(不限);汽車科(夜間班):22(不限),44,44,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,農業、食品與餐旅、汽車、機械、電機、電子等技術型課程;本表招生科別包含餐飲管理、食品加工與汽車。,"官網設實習處及各專業科,課程以專業實習與技能實作為核心;網站未標示全校統一專題題目。",校本部交通資訊:官方交通資料列明:臺中車站可搭200、107、108或50路公車至「霧峰農工」;高鐵臺中站可搭151路前往霧峰地區。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=413010%20%E8%87%BA%E4%B8%AD%E5%B8%82%E9%9C%A7%E5%B3%B0%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF1222%E8%99%9F；學校官網：https://wufai.tc.edu.tw,https://school.tc.edu.tw/open-message/193518/get-file/656d1978ee73253190624865.pdf,https://wufai.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=413010%20%E8%87%BA%E4%B8%AD%E5%B8%82%E9%9C%A7%E5%B3%B0%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF1222%E8%99%9F,https://wufai.tc.edu.tw/,https://wufai.tc.edu.tw/,https://wufai.tc.edu.tw/
